game,post,games_post,time_c,time_std,games_post_std,mu_target_true,mu_cf_target_true,skill_true,skill_cf_true,true_treatment_effect,elo_obs,opp_elo,mu_target_mean,mu_target_lwr,mu_target_upr,mu_cf_target_mean,mu_cf_target_lwr,mu_cf_target_upr,skill_mean,skill_lwr,skill_upr,skill_cf_mean,skill_cf_lwr,skill_cf_upr,treatment_effect_mean,treatment_effect_lwr,treatment_effect_upr
148,0,0,47.5,0.475,0.0,1701.235,1701.235,1792.8338092562783,1792.8338092562783,0.0,1766.6183380712641,1838.9060660219993,1732.7304502005645,1705.0527741964406,1756.2126726881638,1732.7304502005645,1705.0527741964406,1756.2126726881638,1770.8230734235474,1747.2098386608852,1793.8048169588508,1770.8230734235474,1747.2098386608852,1793.8048169588508,0.0,0.0,0.0
149,0,0,48.5,0.485,0.0,1701.261,1701.261,1795.105374363897,1795.105374363897,0.0,1779.5960038886171,1814.8048406482385,1732.7982597386042,1705.0452894612188,1756.3406887710355,1732.7982597386042,1705.0452894612188,1756.3406887710355,1771.0320964530135,1747.9039423303998,1793.9788844902394,1771.0320964530135,1747.9039423303998,1793.9788844902394,0.0,0.0,0.0
150,0,0,49.5,0.495,0.0,1701.287,1701.287,1791.6708768685564,1791.6708768685564,0.0,1768.8680870758794,1818.354903808685,1732.8660692766389,1704.972620257816,1756.5037852904447,1732.8660692766389,1704.972620257816,1756.5037852904447,1769.785064800763,1745.4800697969158,1792.9944944227755,1769.785064800763,1745.4800697969158,1792.9944944227755,0.0,0.0,0.0
151,0,0,50.5,0.505,0.0,1701.313,1701.313,1790.8658682304995,1790.8658682304995,0.0,1731.737071909309,1804.2014507264412,1732.9338788146706,1704.832142604865,1756.6968238098036,1732.9338788146706,1704.832142604865,1756.6968238098036,1768.84813335867,1745.0017008501084,1791.7933224973947,1768.84813335867,1745.0017008501084,1791.7933224973947,0.0,0.0,0.0
152,0,0,51.5,0.515,0.0,1701.339,1701.339,1783.474232194207,1783.474232194207,0.0,1789.8358837487006,1743.6610812584163,1733.0016883527016,1704.8099768360955,1756.8013588073106,1733.0016883527016,1704.8099768360955,1756.8013588073106,1775.2327771986272,1752.4348777189427,1798.2695006864215,1775.2327771986272,1752.4348777189427,1798.2695006864215,0.0,0.0,0.0
153,0,0,52.5,0.525,0.0,1701.365,1701.365,1771.5190678690528,1771.5190678690528,0.0,1789.969405101935,1807.8671179317716,1733.0694978907345,1704.789612104819,1756.9978741572527,1733.0694978907345,1704.789612104819,1756.9978741572527,1778.9849878343337,1756.544571017802,1803.2709131191773,1778.9849878343337,1756.544571017802,1803.2709131191773,0.0,0.0,0.0
154,0,0,53.5,0.535,0.0,1701.391,1701.391,1774.8817916250018,1774.8817916250018,0.0,1799.1312048020293,1777.9969075717588,1733.1373074287726,1704.7353682314622,1757.1503800026662,1733.1373074287726,1704.7353682314622,1757.1503800026662,1780.7569064425481,1757.167839615827,1805.1753546448065,1780.7569064425481,1757.167839615827,1805.1753546448065,0.0,0.0,0.0
155,0,0,54.5,0.545,0.0,1701.417,1701.417,1764.8799926168927,1764.8799926168927,0.0,1803.856533103455,1827.844652730812,1733.205116966805,1704.6878801644132,1757.3099042113658,1733.205116966805,1704.6878801644132,1757.3099042113658,1779.6761533085566,1756.5560263896698,1804.2103159790709,1779.6761533085566,1756.5560263896698,1804.2103159790709,0.0,0.0,0.0
156,0,0,55.5,0.555,0.0,1701.443,1701.443,1760.0283330412567,1760.0283330412567,0.0,1783.771710043911,1732.0830167945878,1733.2729265048458,1704.6066039123234,1757.5115362538909,1733.2729265048458,1704.6066039123234,1757.5115362538909,1774.2775450559225,1750.8285447760059,1797.9645970014572,1774.2775450559225,1750.8285447760059,1797.9645970014572,0.0,0.0,0.0
157,0,0,56.5,0.565,0.0,1701.469,1701.469,1757.965145843382,1757.965145843382,0.0,1756.1586827687722,1716.7260288752427,1733.3407360428753,1704.55062787511,1757.6873915186732,1733.3407360428753,1704.55062787511,1757.6873915186732,1767.5898580518817,1744.752422593873,1790.7713051583405,1767.5898580518817,1744.752422593873,1790.7713051583405,0.0,0.0,0.0
158,0,0,57.5,0.575,0.0,1701.495,1701.495,1760.6867846683385,1760.6867846683385,0.0,1774.261126331128,1713.258041924606,1733.4085455809195,1704.4710265423305,1757.840058696821,1733.4085455809195,1704.4710265423305,1757.840058696821,1763.3525880736759,1740.0381008019165,1787.1070348792373,1763.3525880736759,1740.0381008019165,1787.1070348792373,0.0,0.0,0.0
159,0,0,58.5,0.585,0.0,1701.521,1701.521,1764.1150888410812,1764.1150888410812,0.0,1750.8369137472644,1822.4267213421563,1733.476355118956,1704.3920350398882,1758.028106079387,1733.476355118956,1704.3920350398882,1758.028106079387,1757.4870114469438,1734.585453767464,1780.7973190659463,1757.4870114469438,1734.585453767464,1780.7973190659463,0.0,0.0,0.0
160,0,0,59.5,0.595,0.0,1701.547,1701.547,1763.4059624925371,1763.4059624925371,0.0,1783.2224144976612,1762.0497762124473,1733.5441646569877,1704.3824493829236,1758.2284105050687,1733.5441646569877,1704.3824493829236,1758.2284105050687,1752.9101357495092,1729.3013705769104,1777.0078369232117,1752.9101357495092,1729.3013705769104,1777.0078369232117,0.0,0.0,0.0
161,0,0,60.5,0.605,0.0,1701.573,1701.573,1742.8562267022055,1742.8562267022055,0.0,1735.6736782463913,1713.593019687934,1733.611974195025,1704.3869007634507,1758.4289882123321,1733.611974195025,1704.3869007634507,1758.4289882123321,1742.4542976788628,1718.3107768889945,1766.8403337295358,1742.4542976788628,1718.3107768889945,1766.8403337295358,0.0,0.0,0.0
162,0,0,61.5,0.615,0.0,1701.599,1701.599,1739.9651551847608,1739.9651551847608,0.0,1681.838560062068,1671.137893420912,1733.67978373306,1704.4001901963766,1758.6410330652823,1733.67978373306,1704.4001901963766,1758.6410330652823,1733.11513068732,1708.141131601655,1756.925373320359,1733.11513068732,1708.141131601655,1756.925373320359,0.0,0.0,0.0
163,0,0,62.5,0.625,0.0,1701.625,1701.625,1731.4429579819946,1731.4429579819946,0.0,1730.654250912044,1872.4413868568129,1733.7475932710956,1704.3704939012594,1758.8542864109388,1733.7475932710956,1704.3704939012594,1758.8542864109388,1733.5769482089593,1708.7310497223953,1757.5935674875925,1733.5769482089593,1708.7310497223953,1757.5935674875925,0.0,0.0,0.0
164,0,0,63.5,0.635,0.0,1701.651,1701.651,1729.7336433016944,1729.7336433016944,0.0,1731.2638733362105,1735.8352389032634,1733.815402809127,1704.3846681582304,1759.0248922196981,1733.815402809127,1704.3846681582304,1759.0248922196981,1734.4123293555162,1709.8724394229766,1757.8300225448124,1734.4123293555162,1709.8724394229766,1757.8300225448124,0.0,0.0,0.0
165,0,0,64.5,0.645,0.0,1701.677,1701.677,1739.0857720623674,1739.0857720623674,0.0,1709.7082590470889,1705.2381732472224,1733.883212347163,1704.2231567101435,1759.1986019654198,1733.883212347163,1704.2231567101435,1759.1986019654198,1735.616627174176,1711.4319171791137,1758.3820421295914,1735.616627174176,1711.4319171791137,1758.3820421295914,0.0,0.0,0.0
166,0,0,65.5,0.655,0.0,1701.703,1701.703,1746.3863595338682,1746.3863595338682,0.0,1758.2406580812233,1721.2762657056319,1733.9510218852042,1704.2021191846247,1759.3174992569384,1733.9510218852042,1704.2021191846247,1759.3174992569384,1741.9216276856137,1718.4442996693122,1765.4560136255895,1741.9216276856137,1718.4442996693122,1765.4560136255895,0.0,0.0,0.0
167,0,0,66.5,0.665,0.0,1701.729,1701.729,1747.696515023744,1747.696515023744,0.0,1777.3713445963735,1812.7379971563182,1734.0188314232278,1704.2214928372423,1759.4347117983393,1734.0188314232278,1704.2214928372423,1759.4347117983393,1744.790184669323,1721.26137588686,1768.659681841546,1744.790184669323,1721.26137588686,1768.659681841546,0.0,0.0,0.0
168,0,0,67.5,0.675,0.0,1701.755,1701.755,1751.8352826973953,1751.8352826973953,0.0,1722.932778332878,1736.6637124318647,1734.086640961261,1704.0802277558932,1759.5694016721266,1734.086640961261,1704.0802277558932,1759.5694016721266,1741.5363240698334,1717.776710563236,1764.699873836595,1741.5363240698334,1717.776710563236,1764.699873836595,0.0,0.0,0.0
169,0,0,68.5,0.685,0.0,1701.781,1701.781,1735.9501150361002,1735.9501150361002,0.0,1754.8491152735392,1677.3896016933286,1734.154450499311,1704.0551910482534,1759.7065525738249,1734.154450499311,1704.0551910482534,1759.7065525738249,1742.1087883758662,1718.3898503327337,1765.9994003134143,1742.1087883758662,1718.3898503327337,1765.9994003134143,0.0,0.0,0.0
170,0,0,69.5,0.695,0.0,1701.807,1701.807,1737.215927392301,1737.215927392301,0.0,1758.900547391287,1732.780295752091,1734.2222600373384,1703.910286791586,1759.8576846636267,1734.2222600373384,1703.910286791586,1759.8576846636267,1739.8754100392032,1717.0759205208906,1762.7770909957615,1739.8754100392032,1717.0759205208906,1762.7770909957615,0.0,0.0,0.0
171,0,0,70.5,0.705,0.0,1701.833,1701.833,1742.7533766339445,1742.7533766339445,0.0,1718.9937627220063,1833.156608893795,1734.2900695753754,1703.745861649444,1760.0032586058232,1734.2900695753754,1703.745861649444,1760.0032586058232,1734.0666205337614,1710.5142963609492,1757.5241337574016,1734.0666205337614,1710.5142963609492,1757.5241337574016,0.0,0.0,0.0
172,0,0,71.5,0.715,0.0,1701.859,1701.859,1734.8742162403978,1734.8742162403978,0.0,1723.796874330738,1804.1256500276709,1734.3578791134125,1703.7027127265255,1760.118095967312,1734.3578791134125,1703.7027127265255,1760.118095967312,1731.4884937247566,1707.4938038739276,1755.1243523475748,1731.4884937247566,1707.4938038739276,1755.1243523475748,0.0,0.0,0.0
173,0,0,72.5,0.725,0.0,1701.885,1701.885,1738.264307934681,1738.264307934681,0.0,1710.9343023062886,1811.606225685846,1734.4256886514424,1703.6851159683567,1760.3055708097727,1734.4256886514424,1703.6851159683567,1760.3055708097727,1730.149535342462,1706.8135363642525,1752.489572703256,1730.149535342462,1706.8135363642525,1752.489572703256,0.0,0.0,0.0
174,0,0,73.5,0.735,0.0,1701.911,1701.911,1733.7289792628972,1733.7289792628972,0.0,1719.2611020937884,1697.0990020058377,1734.493498189481,1703.6192072477188,1760.561714661484,1734.493498189481,1703.6192072477188,1760.561714661484,1732.2278480670318,1708.7384670803326,1754.8196765021055,1732.2278480670318,1708.7384670803326,1754.8196765021055,0.0,0.0,0.0
175,0,0,74.5,0.745,0.0,1701.937,1701.937,1743.0982071912063,1743.0982071912063,0.0,1741.8480781705714,1664.2749235144968,1734.5613077275257,1703.559223912923,1760.7626868909313,1734.5613077275257,1703.559223912923,1760.7626868909313,1736.7318462268872,1713.4834917846551,1760.3288510004331,1736.7318462268872,1713.4834917846551,1760.3288510004331,0.0,0.0,0.0
176,0,0,75.5,0.755,0.0,1701.963,1701.963,1753.3596909080013,1753.3596909080013,0.0,1782.5151536489127,1732.8807330904133,1734.6291172655517,1703.4506906712659,1760.9105035921855,1734.6291172655517,1703.4506906712659,1760.9105035921855,1740.325565263429,1717.2966370628626,1763.6570785556519,1740.325565263429,1717.2966370628626,1763.6570785556519,0.0,0.0,0.0
177,0,0,76.5,0.765,0.0,1701.989,1701.989,1746.9844461532707,1746.9844461532707,0.0,1731.0115271319996,1724.4993381350519,1734.6969268035898,1703.384395861284,1761.0818183443073,1734.6969268035898,1703.384395861284,1761.0818183443073,1736.059054844351,1712.4997376883562,1759.3708000350682,1736.059054844351,1712.4997376883562,1759.3708000350682,0.0,0.0,0.0
178,0,0,77.5,0.775,0.0,1702.015,1702.015,1760.714283121654,1760.714283121654,0.0,1721.847459182509,1761.2414972170634,1734.7647363416254,1703.2906840893943,1761.230771317489,1734.7647363416254,1703.2906840893943,1761.230771317489,1732.531223543935,1708.1898399656445,1755.452222271212,1732.531223543935,1708.1898399656445,1755.452222271212,0.0,0.0,0.0
179,0,0,78.5,0.785,0.0,1702.041,1702.041,1757.6400144915663,1757.6400144915663,0.0,1679.0286763867957,1808.5057109199493,1734.8325458796676,1703.1893722069688,1761.3853262095433,1734.8325458796676,1703.1893722069688,1761.3853262095433,1730.8660104180847,1706.0535512401705,1754.5422932421318,1730.8660104180847,1706.0535512401705,1754.5422932421318,0.0,0.0,0.0
180,0,0,79.5,0.795,0.0,1702.067,1702.067,1777.1479997834062,1777.1479997834062,0.0,1760.4116021104205,1746.5745968261447,1734.9003554176984,1703.197740635026,1761.5504942703583,1734.9003554176984,1703.197740635026,1761.5504942703583,1739.2793063724957,1715.9436926641854,1762.1526918769705,1739.2793063724957,1715.9436926641854,1762.1526918769705,0.0,0.0,0.0
181,0,0,80.5,0.805,0.0,1702.093,1702.093,1770.7313576390968,1770.7313576390968,0.0,1737.8950776825168,1728.5492248223609,1734.9681649557324,1703.2190273605938,1761.7260229358947,1734.9681649557324,1703.2190273605938,1761.7260229358947,1743.7046520039448,1720.2658334743294,1766.6910627263933,1743.7046520039448,1720.2658334743294,1766.6910627263933,0.0,0.0,0.0
182,0,0,81.5,0.815,0.0,1702.119,1702.119,1769.9966736267204,1769.9966736267204,0.0,1774.6360956500712,1710.0134961213219,1735.0359744937653,1703.1870540941377,1761.8879317394915,1735.0359744937653,1703.1870540941377,1761.8879317394915,1748.9785268968928,1725.3161496121045,1772.8825234602407,1748.9785268968928,1725.3161496121045,1772.8825234602407,0.0,0.0,0.0
183,0,0,82.5,0.825,0.0,1702.145,1702.145,1770.7715343366929,1770.7715343366929,0.0,1776.5067552064381,1811.1322228654437,1735.1037840318024,1703.0864162262053,1762.0655301333034,1735.1037840318024,1703.0864162262053,1762.0655301333034,1749.4331908355575,1726.4691798055571,1773.4194858921348,1749.4331908355575,1726.4691798055571,1773.4194858921348,0.0,0.0,0.0
184,0,0,83.5,0.835,0.0,1702.171,1702.171,1761.8915631712994,1761.8915631712994,0.0,1722.2179682706044,1784.6512358430418,1735.1715935698378,1703.0055573830182,1762.2105023544766,1735.1715935698378,1703.0055573830182,1762.2105023544766,1745.0073266485128,1721.707302344665,1768.6167938385931,1745.0073266485128,1721.707302344665,1768.6167938385931,0.0,0.0,0.0
185,0,0,84.5,0.845,0.0,1702.197,1702.197,1743.4438766251628,1743.4438766251628,0.0,1752.5010583000062,1792.9330695028095,1735.23940310788,1702.9630458530849,1762.3638618666525,1735.23940310788,1702.9630458530849,1762.3638618666525,1744.8182149815923,1722.6560474951636,1767.2014798529624,1744.8182149815923,1722.6560474951636,1767.2014798529624,0.0,0.0,0.0
186,0,0,85.5,0.855,0.0,1702.223,1702.223,1734.623419625534,1734.623419625534,0.0,1729.3336661816274,1664.2392271240708,1735.3072126459072,1702.9358523163505,1762.486584865559,1735.3072126459072,1702.9358523163505,1762.486584865559,1743.2051282604157,1720.1413938079352,1766.1105048068714,1743.2051282604157,1720.1413938079352,1766.1105048068714,0.0,0.0,0.0
187,0,0,86.5,0.865,0.0,1702.249,1702.249,1744.7719879274152,1744.7719879274152,0.0,1738.4422498904933,1718.5566300016735,1735.3750221839387,1702.8026616046427,1762.689623915119,1735.3750221839387,1702.8026616046427,1762.689623915119,1744.5471461207758,1720.6625292279773,1767.479821482153,1744.5471461207758,1720.6625292279773,1767.479821482153,0.0,0.0,0.0
188,0,0,87.5,0.875,0.0,1702.275,1702.275,1740.635382093599,1740.635382093599,0.0,1727.6207982786914,1811.6166060614828,1735.4428317219783,1702.6722813064332,1762.9228775413853,1735.4428317219783,1702.6722813064332,1762.9228775413853,1746.8203745383928,1723.0699630813217,1769.778051626135,1746.8203745383928,1723.0699630813217,1769.778051626135,0.0,0.0,0.0
189,0,0,88.5,0.885,0.0,1702.301,1702.301,1736.6016283820702,1736.6016283820702,0.0,1760.6118285762968,1758.9236512698087,1735.5106412600087,1702.7372540607512,1763.1540371596645,1735.5106412600087,1702.7372540607512,1763.1540371596645,1752.7961706763645,1729.5497826737112,1776.3059476330325,1752.7961706763645,1729.5497826737112,1776.3059476330325,0.0,0.0,0.0
190,0,0,89.5,0.895,0.0,1702.327,1702.327,1751.0841548488543,1751.0841548488543,0.0,1765.9485245893445,1816.113500021929,1735.5784507980466,1702.7341508126588,1763.3455110687298,1735.5784507980466,1702.7341508126588,1763.3455110687298,1757.2978818718173,1733.6594006202247,1780.889551670188,1757.2978818718173,1733.6594006202247,1780.889551670188,0.0,0.0,0.0
191,0,0,90.5,0.905,0.0,1702.353,1702.353,1755.0449096738032,1755.0449096738032,0.0,1759.7253046968833,1808.1575532485424,1735.6462603360828,1702.7790718051547,1763.5064011352429,1735.6462603360828,1702.7790718051547,1763.5064011352429,1760.2032061487478,1737.2149760190339,1784.427065805659,1760.2032061487478,1737.2149760190339,1784.427065805659,0.0,0.0,0.0
192,0,0,91.5,0.915,0.0,1702.379,1702.379,1761.014675066461,1761.014675066461,0.0,1789.7878184551223,1801.4994249283889,1735.7140698741161,1702.6594915783292,1763.727274246292,1735.7140698741161,1702.6594915783292,1763.727274246292,1763.6352780954915,1740.6070749085366,1788.5955815346524,1763.6352780954915,1740.6070749085366,1788.5955815346524,0.0,0.0,0.0
193,0,0,92.5,0.925,0.0,1702.405,1702.405,1768.336968159,1768.336968159,0.0,1769.2051596751203,1734.7352780148294,1735.7818794121463,1702.6832873796488,1763.914240966749,1735.7818794121463,1702.6832873796488,1763.914240966749,1762.1949831788497,1738.8620853907364,1786.7689322658475,1762.1949831788497,1738.8620853907364,1786.7689322658475,0.0,0.0,0.0
194,0,0,93.5,0.935,0.0,1702.431,1702.431,1757.9446691041537,1757.9446691041537,0.0,1761.4117748416716,1751.7121116548221,1735.8496889501798,1702.6250656611717,1764.1399474806435,1735.8496889501798,1702.6250656611717,1764.1399474806435,1759.8799944550879,1736.5640006370222,1784.0966421194432,1759.8799944550879,1736.5640006370222,1784.0966421194432,0.0,0.0,0.0
195,0,0,94.5,0.945,0.0,1702.457,1702.457,1758.082177633975,1758.082177633975,0.0,1771.4647579908612,1775.5722201897122,1735.917498488224,1702.6301147371091,1764.4426289276291,1735.917498488224,1702.6301147371091,1764.4426289276291,1757.6374435972693,1734.8633906840012,1782.0144358216498,1757.6374435972693,1734.8633906840012,1782.0144358216498,0.0,0.0,0.0
196,0,0,95.5,0.955,0.0,1702.483,1702.483,1758.4723629958598,1758.4723629958598,0.0,1751.712146848172,1887.6936265041484,1735.9853080262526,1702.6778932812556,1764.6358930720965,1735.9853080262526,1702.6778932812556,1764.6358930720965,1752.8900572815273,1730.021765006824,1776.257548444858,1752.8900572815273,1730.021765006824,1776.257548444858,0.0,0.0,0.0
197,0,0,96.5,0.965,0.0,1702.509,1702.509,1755.7644296053377,1755.7644296053377,0.0,1725.71409159844,1796.576858401664,1736.0531175642889,1702.7081199454697,1764.8155343313654,1736.0531175642889,1702.7081199454697,1764.8155343313654,1748.4698025878097,1725.3249072079825,1771.4782039288004,1748.4698025878097,1725.3249072079825,1771.4782039288004,0.0,0.0,0.0
198,0,0,97.5,0.975,0.0,1702.535,1702.535,1743.7695229168353,1743.7695229168353,0.0,1787.8305749769622,1738.5985984017573,1736.1209271023304,1702.661813476114,1764.9877047301038,1736.1209271023304,1702.661813476114,1764.9877047301038,1748.7591002643048,1725.5468168549883,1772.7388722426808,1748.7591002643048,1725.5468168549883,1772.7388722426808,0.0,0.0,0.0
199,0,0,98.5,0.985,0.0,1702.561,1702.561,1747.5831500105592,1747.5831500105592,0.0,1771.1585551022404,1757.8303102726013,1736.1887366403641,1702.5761414287133,1765.2790282187707,1736.1887366403641,1702.5761414287133,1765.2790282187707,1741.5570627768543,1718.1333578966992,1765.239168345577,1741.5570627768543,1718.1333578966992,1765.239168345577,0.0,0.0,0.0
200,0,0,99.5,0.995,0.0,1702.587,1702.587,1730.098598712604,1730.098598712604,0.0,1697.6124704341617,1753.9253967956797,1736.2565461783965,1702.3379760808173,1765.516976484269,1736.2565461783965,1702.3379760808173,1765.516976484269,1728.4889859039495,1703.2925731697824,1752.7835748612608,1728.4889859039495,1703.2925731697824,1752.7835748612608,0.0,0.0,0.0
201,1,1,100.5,1.005,0.01,1737.733,1702.613,1720.8806190865357,1720.1782190865358,0.7023999999998978,1696.3003553115088,1710.3186072976202,1737.5459044346362,1699.181161353651,1771.2914577083027,1736.32435571644,1702.2320829184603,1765.7288851355336,1721.319390595081,1694.751960729867,1746.1230409806417,1721.239644213124,1694.0847302473835,1746.4515623206216,0.07974638195725174,-3.1322726434294736,3.4968648302332346
202,1,2,101.5,1.015,0.02,1737.879,1702.639,1713.1272052575468,1711.7340532575467,1.3931520000001,1686.4860087024383,1753.4695823261347,1737.4820805875438,1699.2762118330836,1771.2449657569407,1736.3921652544707,1702.1989321093351,1765.8617472957442,1718.5127918111316,1690.9871815006427,1743.8376953994482,1718.3727959095509,1689.5963438697331,1744.5808250615617,0.1399959015824522,-5.995728784030041,6.6197664409660435
203,1,3,102.5,1.025,0.03,1738.0249999999999,1702.665,1709.503844275463,1707.431355315463,2.0724889600001006,1671.4122743206997,1770.1251412671256,1737.4182567404534,1699.3627284418606,1771.098754002845,1736.4599747925088,1702.078225193294,1765.9753047383062,1721.3024511097474,1693.7114897557378,1746.6362667485694,1721.119600514614,1692.2017406401965,1748.1506810434264,0.18285059512546747,-8.623373729099388,9.395620799471997
204,1,4,103.5,1.035,0.04,1738.171,1702.691,1718.4881133526717,1715.7474741718715,2.7406391808001445,1727.540045240648,1854.0288008637128,1737.3544328933729,1699.527655149297,1770.991161657008,1736.5277843305416,1702.0158635548426,1766.1934266195926,1733.5842806816088,1708.68491323902,1757.4378340633798,1733.3741217668428,1706.1203099222666,1759.4436027313309,0.2101589147640723,-11.025985403497595,11.959946854523167
205,1,5,104.5,1.045,0.05,1738.317,1702.717,1735.4514954031636,1732.0536690059794,3.3978263971841898,1773.0048256936007,1819.5126356266933,1737.290609046284,1699.5565410363713,1770.7630252480749,1736.595593868583,1701.939850795107,1766.472848439794,1746.5454902353433,1723.4384986141972,1769.464668891299,1746.3219412280541,1719.937056967706,1773.3258644461996,0.2235490072809849,-13.180056330331116,14.138943083139871
206,1,6,105.5,1.055,0.06,1738.463,1702.743,1752.734678740735,1748.6904088714946,4.044269869240452,1762.4131121225873,1770.1514346371223,1737.2267851991921,1699.6044556599363,1770.483116569134,1736.663403406615,1701.8913914175175,1766.7581745277178,1754.4089001971486,1731.0393848422257,1778.9511952514854,1754.1844428564925,1726.453805857076,1782.7728857471182,0.2244573406620627,-15.27704720252234,16.222968895685295
207,1,7,106.5,1.065,0.07,1738.609,1702.769,1760.514758950585,1755.8345744787293,4.680184471855682,1799.4941049509582,1726.7502511663,1737.1629613521056,1699.7474915762327,1770.3550419926835,1736.731212944648,1701.8305624704224,1767.0613154826724,1761.0498622149366,1737.8306743935846,1785.467365423556,1760.8357088551509,1732.7864670838546,1790.850857575044,0.21415335979137282,-17.05711532087734,17.983034349514952
208,1,8,107.5,1.075,0.08,1738.755,1702.795,1764.4765024490762,1759.1707216666578,5.305780782418424,1754.0194882397536,1698.3543270362677,1737.0991375050125,1699.8412783108045,1770.0022740864172,1736.7990224826854,1701.730848402253,1767.2911808538863,1760.2216707283367,1737.0354712808971,1783.1474457264637,1760.027909978956,1730.332840105462,1789.437155528969,0.1937607493841156,-18.710267649708534,19.706212668999985
209,1,9,108.5,1.085,0.09,1738.9009999999998,1702.821,1740.599503731847,1734.678238565077,5.921265166770127,1747.173252132575,1795.623279313952,1737.0353136579217,1699.8596508606595,1769.77456674837,1736.8668320207103,1701.6250260501502,1767.3957301962296,1760.751171907592,1736.3202374833165,1783.6088331856208,1760.586896112412,1729.5977357373697,1790.461336226606,0.16427579517533927,-20.34577760176527,21.147819071134112
210,1,10,109.5,1.095,0.1,1739.047,1702.847,1751.8696501172253,1745.3428102537907,6.5268398634345886,1728.704430200616,1819.8037614037653,1736.9714898108334,1700.0368513750536,1769.5048704827777,1736.934641558749,1701.5169532731147,1767.6303947500264,1763.921965865648,1739.394030493641,1786.603683116734,1763.7953826049536,1731.7761159356226,1794.086522583851,0.12658326068852405,-21.857854257703423,22.416658749984258
211,1,11,110.5,1.105,0.11,1739.193,1702.873,1777.905582783632,1770.7828797174661,7.122703066165968,1778.4427872825174,1860.4805436105783,1736.9076659637492,1700.1352297537112,1769.2734680910985,1737.0024510967949,1701.4094484835005,1767.803264596688,1774.3556077836345,1751.4661959297678,1798.2223488645282,1774.2741376490922,1741.9091449868486,1806.3366769898832,0.08147013454854259,-22.998297522014912,23.475465608663555
212,1,12,111.5,1.115,0.12,1739.339,1702.899,1781.6630154545458,1773.953966449703,7.7090490048426545,1808.5150296633399,1799.733994668047,1736.8438421166666,1700.1858825221595,1769.1194202166446,1737.070260634821,1701.3426776010053,1768.011873966474,1784.1856074351374,1761.1650357790443,1807.3388623781682,1784.1559698846247,1752.0946835851346,1817.4553108201815,0.02963755051022095,-24.30751817252203,24.5564732919671
213,1,13,112.5,1.125,0.13,1739.485,1702.925,1783.1598482930851,1774.8737802683393,8.286068024745873,1800.998326132146,1785.0854446657327,1736.7800182695673,1700.2768679237565,1768.777724840173,1737.13807017286,1701.2418393748815,1768.2599744429237,1789.7942765389373,1766.6227016785494,1814.4670572735927,1789.8225654012797,1757.0540724271077,1824.7216645396331,-0.028288862344070555,-25.38467832683768,25.61280070201955
214,1,14,113.5,1.135,0.14,1739.631,1702.951,1789.2762295957489,1780.422282931498,8.85394666425077,1814.7845586580654,1785.8398202880708,1736.7161944224845,1700.5235140267882,1768.5431345799739,1737.205879710897,1701.2487739002327,1768.5080749193737,1793.5244517551919,1770.6022885689085,1817.4305375347192,1793.6162017348713,1759.3098356416579,1829.1769321727445,-0.0917499796839465,-26.573617548922083,26.30333554923275
215,1,15,114.5,1.145,0.15,1739.777,1702.977,1795.5725308585613,1786.1596631275954,9.4128677309659,1785.3795455686238,1841.9114376662455,1736.652370575401,1700.7562490092885,1768.2712699817378,1737.273689248932,1701.1648770478753,1768.6850568012173,1793.6810543688564,1770.6334578541928,1818.138454379897,1793.8412997137211,1758.6611760124918,1830.504139936725,-0.160245344874938,-27.54630659487181,27.02615638556096
216,1,16,115.5,1.155,0.16,1739.923,1703.003,1795.808703589862,1785.8456932135155,9.963010376346574,1818.624871613461,1683.223242537938,1736.5885467283017,1700.887168802578,1768.1024114703039,1737.3414987869678,1701.112947978173,1768.9335785875337,1796.3756122690309,1772.7146620118672,1820.8299008469387,1796.608938603678,1760.880817554778,1834.0382202932656,-0.23332633465057934,-28.379232699022158,27.763843800542983
217,1,17,116.5,1.165,0.17,1740.069,1703.029,1790.9557508575954,1780.4512006887758,10.504550168819605,1827.2109891303965,1695.8320299434668,1736.5247228812198,1701.0591233258178,1767.7473602040893,1737.4093083249957,1701.0789245555939,1769.18884587748,1795.2262994748562,1771.7645887366018,1819.826057949401,1795.5368896653981,1758.7214452426747,1833.8862075347297,-0.3105901905412361,-29.302186262099248,28.66038894940502
218,1,18,117.5,1.175,0.18,1740.2150000000001,1703.055,1793.5585279371364,1782.5208687716931,11.037659165443301,1807.6475432717339,1657.7339805441477,1736.46089903413,1701.1771802927005,1767.7712881600967,1737.4771178630385,1701.0496918723788,1769.4495383643546,1788.4666093847275,1764.974468268787,1812.0118515043368,1788.8582841835057,1751.550611413388,1827.081761010408,-0.3916747987765296,-30.17286073690513,29.38772314202791
219,1,19,118.5,1.185,0.19,1740.3609999999999,1703.081,1778.7766852829407,1767.2141793008063,11.562505982134326,1744.0241185945029,1754.8734713360507,1736.3970751870445,1701.3131309393343,1767.7966592878624,1737.5449274010707,1701.010757311701,1769.6770982996761,1778.2582525963755,1754.670225577752,1800.668597748097,1778.7345067145088,1740.333504369752,1815.8152506182203,-0.4762541181258278,-30.962548094489172,29.960030288706403
